products-dxp-short,/products/dxp
products-dxp-long,/digital-experience-platform
products-dpx-long-es,/es/digital-experience-platform
products-trial,/products/dxp/30-day-trial
products-platform,/product/features/platform
products-sync,/supporting-products/liferay-sync
solutions,/solutions
solutions-portals,/solutions/portals
